Department,Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17,Symptom_18,Symptom_19,Symptom_20,Symptom_21,Symptom_22,Symptom_23,Symptom_24,Symptom_25,Symptom_26,Symptom_27,Symptom_28
Göğüs Hastalıkları,Akciğer Ödemi,idrar tutamama,nefes darlığı,solunumda hırıltı,çok hızlı solunum,dik durma haricinde nefes darlığı,heberden düğümü,juguler venöz dolgunluk,nefes darlığı,ter,hastanın karşı gelmesi,göğüs rahatsızlığı,hiperkalemi,sinüs ritmi,göğüs ağrısı,tansiyon düşüklüğü,hırıltı,,,,,,,,,,,,
Genel Dahiliye,Lenf Hastalıkları,ağrı,vücut yapısının büyümesi,gece terlemesi,dalak büyümesi,doku bozukluğu,üşümek,vücut ağırlığının azalması,şişme,ateş,işitme hassasiyeti artması,hırıltı,kuru öksürük,egofoni,kızarıklık,karaciğer büyümesi,yorgunluk,,,,,,,,,,,,
Kardiyoloji,Aort Kapağı Darlığı,eforla nefes darlığı,baygınlık,göğüs rahatsızlığı,sistolik üfürüm,siyatik,göğüs ağrısı,göğüs ağrısı,köpüklü balgam,düşük nabız,nefes darlığı,ağrı,,,,,,,,,,,,,,,,,
Onkoloji,Meme Malign Neoplazmı,göğüste kitle,vücut yapısının büyümesi,dokunma hissinde bozukluklar,geriye itme,deri kızarıklığı,zorluk,doku bozukluğu,östrojen kullanımı,yanma hissi,nefes darlığı,şişme,karıncalanma,,,,,,,,,,,,,,,,
Psikiyatri,Şizofreni,işitsel halüsinasyonlar,aşırı uyku hali,sinirli ruh hali,sözlü ve işitsel halüsinasyonlar,hastanın karşı gelmesi,ajitasyon,intihara meyilli,endişelenmek,görsel halüsinasyonlar,olması gerekenden zayıf,evsizlik,,,,,,,,,,,,,,,,,
Genel Dahiliye,Divertikülit,karın ağrısı,bakterital apse,donukluk,kırmızı lekeler,ishal,dokununca acıma,idrar yaparken ağrı,ağrı,kusma,sinüs ritmi,karın ağrısı,düşük ateş,karın hassasiyeti,ateş,dengesiz yürüyüş,kalınlaşmak,idrar tutamama,anorexia,monoclonal,constipation,,,,,,,,
Genel Dahiliye,Aşırı Sıvı Yüklenmesi,solunumda hırıltı,juguler venöz dolgunluk,hiperkalemi,dik durma haricinde nefes darlığı,nefes darlığı,uyuklama,kilo almak,hipokalemi,tansiyon düşüklüğü,şişme,karın şişmesi,,,,,,,,,,,,,,,,,
Gastroenteroloji,Peptik Ülser,karın ağrısı,kısmi felç,mide bulantısı,kusma,birden fazla kasta ağrı,nefessiz kalma,göğüs ağrısı,hemipleji,guruldamak,açlık,düşük ateş,sinirlilik,,,,,,,,,,,,,,,,
Genel Dahiliye,Osteomiyelit,ağrı,kızarıklık,prostat hassaslığı,ateş,idrarı yapma zorluğu,dokununca acıma,şişme,düşük ateş,deri kızarıklığı,bakterital apse,ayak ağrısı,idrar yaparken duraksama,,,,,,,,,,,,,,,,
Gastroenteroloji,Gastrit,hem pozitif,karın ağrısı,kusma,dengesizlik,mide bulantısı,sarhoşluk,kanama,guaiac pozitif,ağrı,vücut ağırlığının azalması,dokununca acıma,baş dönmesi,,,,,,,,,,,,,,,,
Genel Dahiliye,Bakteriyemi,ateş,üşümek,kızarma,tepkisizlik,kayıtsız ruh hali,ürinom,kusma,karın şişmesi,hipoalbüminemi,püstül,prostatizm,ishal,karın hassasiyeti,plöretik ağrı,yarı saydamlığın azalması,solukluk,,,,,,,,,,,,
Nefroloji,Böbrek Yetmezliği,dik durma haricinde nefes darlığı,idrar azlığı,idrar akışının yavaşlaması,aşırı yorgunluk,tepkisizlik,tansiyon düşüklüğü,idrar tutamama,nefes darlığı,kanama,prostatizm,durumunda değişiklik yok,yatalak,yorgunluk,,,,,,,,,,,,,,,
Dahiliye (İç Hastalıkları),Orak Hücre Anemisi,ani ağrı,sırt ağrısı,ağrı,nefes darlığı,nezle,göğüs ağrısı,karın ağrısı,karaciğer ve dalak büyümesi,yeşil balgam,düşük ateş,baş ağrısı,,,,,,,,,,,,,,,,,
Kardiyoloji,Kalp Yetmezliği,dik durma haricinde nefes darlığı,yorgunluk,eforla nefes darlığı,nefes darlığı,nefes darlığı,pansistolik üfürüm,juguler venöz dolgunluk,sistolik ejeksiyon üfürümü,tansiyon düşüklüğü,göğüs ağrısı,hamlık,,,,,,,,,,,,,,,,,
Göğüs Hastalıkları,Üst Solunum Yolu Enfeksiyonu,öksürük,boğaz ağrısı,hırıltı,nefes darlığı,zor nefes alma,ateş,burun tıkanıklığı,kuru öksürük,nezle,kayıtsız ruh hali,egofoni,derin öksürük,birden fazla kasta ağrı,plöretik ağrı,gece terlemesi,nefes darlığı,balgamlı öksürük,decreased translucency,rhonchus,rapid shallow breathing,apyrexial,noisy respiration,nasal discharge present,emphysematous change,frail,cystic lesion,symptom aggravating factors,hemodynamically stable
Kardiyoloji,Pulmoner Hipertansiyon,nefes darlığı,korneada demir birikimi çizgisi,bacakların ağırlaşması,solunum sesi azalması,boyun tutulması,eforla nefes darlığı,siyanoz,tansiyon düşüklüğü,sol atriyal hipertrofi,,,,,,,,,,,,,,,,,,,
Genel Dahiliye,Yutma Bozukluğu,dokunma hissinde bozukluklar,sendeleyerek yürümek,dizartri,ağrılı yutma,ses kısıklığı,hırıltı,spazm,bitkinlik,hızla hareket etme yetisinin kaybı,kas kordinasyon bozukluğu,akalazya,vücut ağırlığının azalması,sertlik,doku bozukluğu,yanda ağrı,,,,,,,,,,,,,
Genel Dahiliye,Gut,ani sıcak basması,ağrı,kızarıklık,şişme,deri kızarıklığı,amfizemde değişiklik,dokununca acıma,hamlık,karın iltihabı,hastanın karşı gelmesi,,,,,,,,,,,,,,,,,,
Hematoloji,Trombositopeni,ezik,kanda monosit artışı,beyin omurilik sıvısı akıntısı,kanama,çok hızlı solunum,ateş,kaşıntı,tansiyon düşüklüğü,yorgunluk,,,,,,,,,,,,,,,,,,,
Dahiliye (İç Hastalıkları),Hipoglisemi,tepkisizlik,hipotermi,doğal,tutarsız,qt aralığı uzadı,topallık,bilinçsiz durum,nemli cilt,sık idrara çıkma,solunumda zayıflık,tansiyon düşüklüğü,,,,,,,,,,,,,,,,,
Göğüs Hastalıkları,Aspirasyon Pnömonisi,mediastinal kayma,ateş,kasların hızlı kasılıp gevşemesi,ruhsal durum değişiklikleri,yarı saydamlığın azalması,tepkisizlik,aşırı yorgunluk,sersemlik,nöbet geçirmek,morarma,hemipleji,öksürük,guruldamak,ağrı,ishal,karın ağrısı,,,,,,,,,,,,
Gastroenteroloji,Kolit,ateş,kalınlaşmak,yeşil balgam,kusma,mide bulantısı ve kusma,erken uyanmak,ağrı,mide bulantısı,üşümek,idrar zorluğu,idrar kaçırma hissi,karın ağrısı,hemodinamik olarak stabil,,,,,,,,,,,,,,,
Genel Dahiliye,Divertiküloz,dışkının idrarda bulunması,kabızlık,bakterital apse,hem pozitif,denge kaybı,ishal,kanama,ağrı,tazyikli kusmak,pnömatüri,kistik lezyon,anoreksiya,mide bulantısı,intihara meyilli hissetmek,umutsuz hissetmek,,,,,,,,,,,,,
Genel Dahiliye,İntihar Girişimi,işitsel halüsinasyonlar,uykusuzluk,intihara meyilli,motor kaslarda yavaşlama,ağlamak,konsantre olamama,todd felci,endişelenmek,yorgunluk,titreme,alkol yoksunluk belirtileri,ajitasyon,tepkisizlik,bayılma,içine kapanmak,zorluk,sinirli ruh hali,sensory discomfort,drowsiness,formication,unconscious state,fever,cough,,,,,
Göğüs Hastalıkları,Pnömokistik Carinii Pnömoni,sarı balgam,kansızlık ve kilo kaybı,üşümek,vücut ağırlığının azalması,balgamlı öksürük,adele ağrısı,ishal,boyun tutulması,kuru öksürük,cinsel ilişki sırasında ağrı duyulması,hipokalemi,eforla nefes darlığı,zayıf diş yapısı,morarma,kuru öksürük,baş ağrısı,yumuşak ve sarkık,spontaneous rupture of membranes,,,,,,,,,,
Enfeksiyon Hastalıkları,Hepatit B,uygunsuz duygu durumu,çok hızlı solunum,sarı balgam,tazyikli kusmak,yetersiz beslenme,karın ağrısı,karın hassasiyeti,tekerlekli sandalyeye bağlı,inilti,,,,,,,,,,,,,,,,,,,
Nöroloji,Parkinson Hastalığı,akalazya,düşmek,sertlik,içine kapanmak,ajitasyon,hemipleji,zorluk,tepkisizlik,baygınlık,kısmi yüz felci,ortostaz,endişelenmek,uyuklama,kanlı idrar,titreme,gece terlemesi,vücut yapısının büyümesi,,,,,,,,,,,
Onkoloji,Lenfoma,doku bozukluğu,ateş,şerit,morarma,vücut ağırlığının azalması,kas kordinasyon bozukluğu,kulak çınlaması,plevral boşluğun hava ve sıvı ile dolması,üst üste binme,kanlı balgam veya kan tükürme,yorgunluk,polidipsi,idrarı yapma zorluğu,,,,,,,,,,,,,,,
Dahiliye (İç Hastalıkları),Hiperglisemi,dokununca acıma,kaşıntı,garip hissetmek,püstül,omuz ve yüz arasında pembe ve mor noktalar,vücut ağırlığının azalması,depresif ruh hali,östrojen kullanımı,hırıltı,karın iltihabı,nöbet geçirmek,,,,,,,,,,,,,,,,,
Genel Dahiliye,Ensefalopati,düzensizlik,asteriksi,kanama,uyuklama,duruş,duyuları etklieyen belirti,tonik nöbetler,zayıflatma,bilincin açık olması,tepkisizlik,kalınlaşmak,hamlık,,,,,,,,,,,,,,,,
Genel Dahiliye,Triküspit Kapak Yetmezliği,nefes darlığı,ağrı,kusma,mide bulantısı,düşük nabız,karın ağrısı,ateş,yaranın kapanması,mediastinal kayma,bilişsel bozukluk,,,,,,,,,,,,,,,,,,
Nöroloji,Alzheimer Hastalığı,salya,ajitasyon,kabus,göğüste hırıltılı ses,bilincin açık olması,yerinde göz bebekleri,yatalak,zayıf,titremenin kalması,hiperkalemi,kısmi yüz felci,halsiz,kas seğirmesi,tekerlekli sandalyeye bağlı,titreme,öksürük,ateş,,,,,,,,,,,
Genel Dahiliye,Pamukçuk,ishal,boğaz ağrısı,vücut ağırlığının azalması,üşümek,baş ağrısı,karın hassasiyeti,hastanın karşı gelmesi,ışık korkusu,gece terlemesi,ağrılı yutma,zayıf diş yapısı,morarma,kuru öksürük,olumsuz reaksiyon,karın şişkinliği,,,,,,,,,,,,,
Nöroloji,Nöropati,bitkinlik,uyuşukluk ve hissizlik,mide bulantısı ve kusma,erken uyanmak,plevral boşluğun hava ve sıvı ile dolması,üst üste binme,çabuk yorulma,idrar zorluğu,ağrı,idrar akışının yavaşlaması,,,,,,,,,,,,,,,,,,
Nefroloji,Böbrek Hastalığı,nefes darlığı,hiperkalemi,göğüs ağrısı,ateş,gravida 0,vajina kanaması,,,,,,,,,,,,,,,,,,,,,,
Onkoloji,Fibroid Tümör,kanama,kürtaj,iki adet dönemi arası aşırı kanama,kas azalması,önceki gebelikler,nefes darlığı,ateş,göğüste ağrılı yanma hissi,ilk gebelik,anormal derecede sert şişkinlik,proteinemi,,,,,,,,,,,,,,,,,
Göz Hastalıkları,Glokom,düşmek,karın şişmesi,dengesiz yürüyüş,dokunma hissinde bozukluklar,kanda sodyum azlığı,ajitasyon,bilinçsiz durum,yanma hissi,doku bozukluğu,vücut yapısının büyümesi,,,,,,,,,,,,,,,,,,
Onkoloji,Tümör Metastazı,kalınlaşmak,tümör hücresinin yayılması,metastatik doku bozukluğu,boyun ağrısı,akciğer nodülü,ağrı,karın ağrısı,gıda sindirememe,vücut yapısının büyümesi,atipi,,,,,,,,,,,,,,,,,,
Onkoloji,Kötü Huylu Kolon Tümörü,doku bozukluğu,prostatizm,kabızlık,genel rahatsızlık,ishal,karın ağrısı,idrar yaparken duraksama,baş dönmesi,zonklayan ağrı,düşük nabız,kusma,sistolik ejeksiyon üfürümü,mide bulantısı,ciddi ve aşırı kusma,polidipsi,,,,,,,,,,,,,
Dahiliye (İç Hastalıkları),Diyabetik Ketoasidoz,sık idrara çıkma,kusma,mide bulantısı,karın ağrısı,garip hissetmek,guruldamak,sinirlilik,karın hassasiyeti,yutkunduktan sonra kusmak,bulanık görüş,idrar yaparken duraksama,ishal,nöbet geçirmek,duyuları etklieyen belirti,,,,,,,,,,,,,,
Nöroloji,Tonik-Klonik Epilepsi,uyuklama,dudak şapırdatma,kas seğirmesi,titreme,yüksek ve kendi sesine duyulan korku,gözlerin yuvarlanması,uykulu,aşırı kıllılık,kaprisli,kas seğirmesi,tepkisizlik,baş ağrısı,çift el kullanma,spazm,vücut ağırlığının azalması,tümör hücresinin yayılması,,,,,,,,,,,,
Onkoloji,Malign Neoplazmalar,kısmi felç,gravida 10,vücut yapısının büyümesi,doku bozukluğu,göğüste ağrılı yanma hissi,gece terlemesi,kalınlaşmak,üşümek,yarı saydamlığın azalması,karın ağrısı,donukluk,gıda sindirememe,solunumda zayıflık,tansiyon düşüklüğü,,,,,,,,,,,,,,
Göğüs Hastalıkları,Solunum Yetmezliği,hemipleji,horlama,tepkisizlik,balgamlı öksürük,nefes darlığı,çok hızlı solunum,hiperkalemi,hamlık,sinüs ritmi,genel istikrarsızlık,uğultu,bilincin açık olması,nefes darlığı,doku bozukluğu,kızarıklık,,,,,,,,,,,,,
Onkoloji,Melanom,vücut yapısının büyümesi,kısmi felç,ateş,gravida 0,ağrı,kaşıntı,göğüste kitle,kusma,ishal,,,,,,,,,,,,,,,,,,,
Gastroenteroloji,Gastroenterit,karın ağrısı,nefes tıkanma nöbeti,mide bulantısı,vücut ağırlığının azalması,dokununca acıma,göz beyazında sarılık,ateş,adele ağrısı,kanda sodyum azlığı,öğürmek,vücut yapısının büyümesi,vücut ağırlığının azalması,,,,,,,,,,,,,,,,
Göğüs Hastalıkları,Kötü Huylu Akciğer Tümörü,doku bozukluğu,öksürük,akciğer nodülü,nefes darlığı,kanlı balgam veya kan tükürme,zayıflatma,guruldamak,ağrı,solunumda hırıltı,gece terlemesi,yarı saydamlığın azalması,bitkinlik,metastatik doku bozukluğu,ajitasyon,sinirli ruh hali,,,,,,,,,,,,,
Psikiyatri,Manik Bozukluk,artan enerji,intihara meyilli,aşırı uyku,intihara meyilli hissetmek,beyazlama,işitsel halüsinasyonlar,görsel halüsinasyonlar,sevinç,sözlü ve işitsel halüsinasyonlar,umutsuz hissetmek,zorluk,strese karşı savunma mekanizması geliştirememe,sözlü taciz edici davranış,intihara meyilli,intihara meyilli hissetmek,,,,,,,,,,,,,
Psikiyatri,Kişilik Bozukluğu,kabus,umutsuz hissetmek,transeksüel,işitsel halüsinasyonlar,sinirli ruh hali,uykusuzluk,ajitasyon,ağlamak,depresif ruh hali,çizik izleri,mide bulantısı ve kusma,aşırı yorgunluk,yanda ağrı,endişelenmek,idrar tutamama,evsizlik,sinirlilik,ascites,pruritus,,,,,,,,,
Genel Dahiliye,Karaciğer Hücrelerinin Primer Karsinomu,vücut yapısının büyümesi,dalak büyümesi,doku bozukluğu,felç,tümör hücresinin yayılması,kanama,kalınlaşmak,kayıtsız ruh hali,kansızlık ve kilo kaybı,hipotermi,doğal,karın ağrısı,karaciğer büyümesi,kan hücresi azalması,sersemlik,vücut ağırlığının azalması,nefes darlığı,cough,,,,,,,,,,
Göğüs Hastalıkları,Akciğer Amfizemi,artan motor aktiviteyi gösteren davranış,yara dokusu,eforla nefes darlığı,koordinasyon bozukluğu,adele ağrısı,karbondioksit zehirlenmesi,nemli cilt,dini inancın olması,inilti,gece terlemesi,kansızlık ve kilo kaybı,solunum yolu semptonlarını ağırlaştıran faktörler,nefes darlığı,solunumda hırıltı,kızarma,ağrılı yutma,eklem ağrısı,choke,tenesmus,constipation,,,,,,,,
Genel Cerrahi,Hemoroid,kanama,azalan bağırsak sesleri,dışkı miktarında azalma,mide bulantısı ve kusma,açlık,ishal,baş dönmesi,kanda sodyum azlığı,kasların hızlı kasılıp gevşemesi,ağrı,akalazya,yanma hissi,guaiac pozitif,el uyuşması,hırıltı,öksürük,,,,,,,,,,,,
Genel Dahiliye,Bronşiyal Spazm,nefes darlığı,yara dokusu,düşük ateş,bilinen ilaç alerjisi yok,ağrı,balgamlı öksürük,boğaz ağrısı,nefes darlığı,göğüste sıkışma,kanda düşük oksijen,çok hızlı solunum,duyularda rahatsızlık,ateş,kusma,göğüste hırıltılı ses,hemipleji,hırıltı,,,,,,,,,,,
Nöroloji,Afazi,kasların hızlı kasılıp gevşemesi,egofoni,kısmi yüz felci,yutma güçlüğü,kas seğirmesi,felç,bel ağrısı,adale kasılması - kramp,,,,,,,,,,,,,,,,,,,,
Dahiliye (İç Hastalıkları),Morbid Obezite,nefessiz kalma,hareketsizlik,göğüs ağrısı,öksürük,mutsuz,zor nefes alma,hipotermi,doğal,nefes darlığı,kan hücresi azalması,hırıltı,kanda düşük oksijen,böbrekte hassasiyeti,sıcak veya ateşli hissetmek,,,,,,,,,,,,,,
Nefroloji,Pyelonefrit,ateş,ağrı,idrar tutamama,kanlı idrar,kusma,üşümek,ishal,mide bulantısı,karın ağrısı,adele ağrısı,ateş,üşümek,,,,,,,,,,,,,,,,
Kardiyoloji,Endokardit,plöretik ağrı,kalınlaşmak,adele ağrısı,düşük ateş,gece terlemesi,tekrarlama,nefes darlığı,dik durma haricinde nefes darlığı,bakterital apse,tansiyon düşüklüğü,öksürük,metastatik doku bozukluğu,solunum sesi azalması,vücut ağırlığının azalması,kısmi felç,hamlık,,,,,,,,,,,,
Kardiyoloji,Perikardiyal Efüzyon,perikardiyal sürtünme,nefes darlığı,nefes darlığı,hemodinamik olarak stabil,kalp büyümesi,tansiyon düşüklüğü,iltihaplı balgam,kısmi yüz felci,ağrı,idrar azlığı,bayılma,sarhoşluk,,,,,,,,,,,,,,,,
Genel Dahiliye,Kronik Alkol Zehirlenmesi,titreme,işitsel halüsinasyonlar,intihara meyilli,zula,sinirli ruh hali,umutsuz hissetmek,intihara meyilli hissetmek,yeni kelimeler uydurmak,nöbet geçirmek,evsizlik,uykusuzluk,bilinçsiz durum,panik,solunum sesi azalması,nefes darlığı,,,,,,,,,,,,,
Göğüs Hastalıkları,Pnömotoraks,nefes darlığı,kardiyovasküler bulgu,kanlı balgam veya kan tükürme,öksürük,karbondioksit zehirlenmesi,yumuşak doku şişmesi,prostatizm,ajitasyon,,,,,,,,,,,,,,,,,,,,
Genel Dahiliye,Deliryum,dengesiz yürüyüş,içine kapanmak,kanda sodyum azlığı,sözlü taciz edici davranış,intihara meyilli hissetmek,tepkisizlik,endişelenmek,uyuklama,işitsel halüsinasyonlar,intihara meyilli,ateş,ishal,,,,,,,,,,,,,,,,
Genel Dahiliye,Nötropeni,morarma,dalak büyümesi,gece terlemesi,düşük ateş,doku bozukluğu,nezle,üşümek,öksürük,monoklonal,hipokalsemi sonucu,idrar azlığı,rhd pozitif,solunumda zayıflık,,,,,,,,,,,,,,,
Genel Dahiliye,Hiperbilirubinemi,siyanoz,çok hızlı solunum,para test 1,düşük nabız,makat prezantasyonu,omuz ve yüz arasında pembe ve mor noktalar,öksürük,adele ağrısı,,,,,,,,,,,,,,,,,,,,
Enfeksiyon Hastalıkları,Grip,düzensizlik,ateş,plöretik ağrı,nezle,boğaz ağrısı,keyifsizlik,zayıflatma,solunum yolu semptonlarını ağırlaştıran faktörler,üşümek,göz beyazında sarılık,burun kanadı solunumu,idrar yaparken ağrı,dudak şapırdatma,baş ağrısı,hapşırmak,horlama,yeşil balgam,shortness of breath,distress respiratory,blackout,extreme exhaustion,,,,,,,
Genel Dahiliye,Bağımlılık,sarhoşluk,titreme,ajitasyon,intihara meyilli,evsizlik,prostatizm,rehavet,nöbet geçirmek,kas seğirmesi,burun tıkanıklığı,umutsuz hissetmek,bacakların ağırlaşması,solunumda hırıltı,,,,,,,,,,,,,,,
Genel Dahiliye,Trombüs,hamlık,anoreksiya,hipertoniklik (kasların aşırı kasılması),nefes darlığı,hipoalbüminemi,kaşıntı,dokununca acıma,hemodinamik olarak stabil,kısmi yüz felci,kusma,dışkı renginin sarı olması,,,,,,,,,,,,,,,,,
Gastroenteroloji,Kolesistit,inilti,mide bulantısı,karın ağrısı,murphy belirtisi,şişkinlik,karın ağrısı,ağrı,karın iltihabı,ishal,qt aralığı uzadı,kardiyovasküler bulgu,halsiz,sinüs ritmi,nefes nefese kalmak,kabızlık,rektumdaki dışkı,anormal derecede sert şişkinlik,,,,,,,,,,,
Genel Dahiliye,Hiyatus Hernisi,karın ağrısı,çabuk yorulma,ön belirti,kusma,mide bulantısı,adele ağrısı,kanda sodyum azlığı,dokununca acıma,genel rahatsızlık,eforla nefes darlığı,asteriksi,guaiac pozitif,el uyuşması,baş ağrısı,ışık korkusu,,,,,,,,,,,,,
Nöroloji,Migren Bozuklukları,çift el kullanma,kusma,baş dönmesi,uyuşukluk ve hissizlik,mide bulantısı,ateş,dalak büyümesi,,,,,,,,,,,,,,,,,,,,,
Genel Dahiliye,Pansitopeni,kanda protein eksikliği,yorgunluk,kanama,çabuk yorulma,omuz ve yüz arasında pembe ve mor noktalar,dışkı renginin sarı olması,karın ağrısı,,,,,,,,,,,,,,,,,,,,,
Genel Dahiliye,Kolelityaz,kusma,mide bulantısı,karın ağrısı,ağrı,omuz ve yüz arasında pembe ve mor noktalar,karın iltihabı,kalınlaşmak,dokununca acıma,ishal,düşük ateş,çarpıntı,,,,,,,,,,,,,,,,,
Genel Dahiliye,Sinüs Taşikardisi,sol atriyal hipertrofi,ter,alkol bağımlılığı,göğüste baskı,yara dokusu,kardiyovasküler bulgu,ortostaz,nefes darlığı,ters t dalgası,kusma,karın ağrısı,,,,,,,,,,,,,,,,,
Genel Dahiliye,İleus,bakterital apse,akut batın,hava sıvı seviyesi,nefes almak,karın hassasiyeti,mide bulantısı,dokununca acıma,şişkinlik,ishal,vücut yapısının büyümesi,düşük ateş,kabızlık,kalınlaşmak,gravida 0,karın ağrısı,,,,,,,,,,,,,
Genel Dahiliye,Adhezyon,şişkinlik,ağrı,doğacak büyüklüğe ulaşmış fetüs,para test 1,kusma,akciğer nodülü,makat prezantasyonu,nefes darlığı,vücut ağırlığının azalması,hareketsiz,dengesiz yürüyüş,görsel halüsinasyonlar,intihara meyilli hissetmek,,,,,,,,,,,,,,,
Genel Dahiliye,Sanrı,bilinç kaybı,değişken ruh hali,umutsuz hissetmek,ajitasyon,işitsel halüsinasyonlar,sinirli ruh hali,uykusuzluk,yeni kelimeler uydurmak,cinayet düşünceleri,rahatsız aile,endişelenmek,strese karşı savunma mekanizması geliştirememe,sözlü taciz edici davranış,donakalmak,intihara meyilli,dehşete düşürmek,bayılma,weepiness,impaired cognition,irritable mood,agitation,,,,,,,
Genel Dahiliye,Duygu Değişimi,aşırı yorgunluk,uykusuzluk,idrar tutamama,hastanın karşı gelmesi,umutsuz hissetmek,görsel halüsinasyonlar,yatalak,prostatizm,,,,,,,,,,,,,,,,,,,,
Gastroenteroloji,Dekübit Ülser,sistolik üfürüm,zayıf,ateş,,,,,,,,,,,,,,,,,,,,,,,,,
