Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17,Symptom_18,Symptom_19,Symptom_20,Symptom_21,Symptom_22,Symptom_23,Symptom_24,Symptom_25,Symptom_26,Symptom_27,Symptom_28
Gastroenterit,karın ağrısı,nefes tıkanma nöbeti,mide bulantısı,vücut ağırlığının azalması,dokununca acıma,göz beyazında sarılık,ateş,adele ağrısı,kanda sodyum azlığı,öğürmek,vücut yapısının büyümesi,vücut ağırlığının azalması,,,,,,,,,,,,,,,,
Kötü Huylu Akciğer Tümörü,doku bozukluğu,öksürük,akciğer nodülü,nefes darlığı,kanlı balgam veya kan tükürme,zayıflatma,guruldamak,ağrı,solunumda hırıltı,gece terlemesi,yarı saydamlığın azalması,bitkinlik,metastatik doku bozukluğu,ajitasyon,sinirli ruh hali,,,,,,,,,,,,,
Manik Bozukluk,artan enerji,intihara meyilli,aşırı uyku,intihara meyilli hissetmek,beyazlama,işitsel halüsinasyonlar,görsel halüsinasyonlar,sevinç,sözlü ve işitsel halüsinasyonlar,umutsuz hissetmek,zorluk,strese karşı savunma mekanizması geliştirememe,sözlü taciz edici davranış,intihara meyilli,intihara meyilli hissetmek,,,,,,,,,,,,,
Kişilik Bozukluğu,kabus,umutsuz hissetmek,transeksüel,işitsel halüsinasyonlar,sinirli ruh hali,uykusuzluk,ajitasyon,ağlamak,depresif ruh hali,çizik izleri,mide bulantısı ve kusma,aşırı yorgunluk,yanda ağrı,endişelenmek,idrar tutamama,evsizlik,sinirlilik,ascites,pruritus,,,,,,,,,
Karaciğer Hücrelerinin Primer Karsinomu,vücut yapısının büyümesi,dalak büyümesi,doku bozukluğu,felç,tümör hücresinin yayılması,kanama,kalınlaşmak,kayıtsız ruh hali,kansızlık ve kilo kaybı,hipotermi,doğal,karın ağrısı,karaciğer büyümesi,kan hücresi azalması,sersemlik,vücut ağırlığının azalması,nefes darlığı,cough,,,,,,,,,,
Akciğer Amfizemi,artan motor aktiviteyi gösteren davranış,yara dokusu,eforla nefes darlığı,koordinasyon bozukluğu,adele ağrısı,karbondioksit zehirlenmesi,nemli cilt,dini inancın olması,inilti,gece terlemesi,kansızlık ve kilo kaybı,solunum yolu semptonlarını ağırlaştıran faktörler,nefes darlığı,solunumda hırıltı,kızarma,ağrılı yutma,eklem ağrısı,choke,tenesmus,constipation,,,,,,,,
Hemoroid,kanama,azalan bağırsak sesleri,dışkı miktarında azalma,mide bulantısı ve kusma,açlık,ishal,baş dönmesi,kanda sodyum azlığı,kasların hızlı kasılıp gevşemesi,ağrı,akalazya,yanma hissi,guaiac pozitif,el uyuşması,hırıltı,öksürük,,,,,,,,,,,,
Bronşiyal Spazm,nefes darlığı,yara dokusu,düşük ateş,bilinen ilaç alerjisi yok,ağrı,balgamlı öksürük,boğaz ağrısı,nefes darlığı,göğüste sıkışma,kanda düşük oksijen,çok hızlı solunum,duyularda rahatsızlık,ateş,kusma,göğüste hırıltılı ses,hemipleji,hırıltı,,,,,,,,,,,
Afazi,kasların hızlı kasılıp gevşemesi,egofoni,kısmi yüz felci,yutma güçlüğü,kas seğirmesi,felç,bel ağrısı,adale kasılması - kramp,,,,,,,,,,,,,,,,,,,,
Morbid Obezite,nefessiz kalma,hareketsizlik,göğüs ağrısı,öksürük,mutsuz,zor nefes alma,hipotermi,doğal,nefes darlığı,kan hücresi azalması,hırıltı,kanda düşük oksijen,böbrekte hassasiyeti,sıcak veya ateşli hissetmek,,,,,,,,,,,,,,
Pyelonefrit,ateş,ağrı,idrar tutamama,kanlı idrar,kusma,üşümek,ishal,mide bulantısı,karın ağrısı,adele ağrısı,ateş,üşümek,,,,,,,,,,,,,,,,
Endokardit,plöretik ağrı,kalınlaşmak,adele ağrısı,düşük ateş,gece terlemesi,tekrarlama,nefes darlığı,dik durma haricinde nefes darlığı,bakterital apse,tansiyon düşüklüğü,öksürük,metastatik doku bozukluğu,solunum sesi azalması,vücut ağırlığının azalması,kısmi felç,hamlık,,,,,,,,,,,,
Perikardiyal Efüzyon,perikardiyal sürtünme,nefes darlığı,nefes darlığı,hemodinamik olarak stabil,kalp büyümesi,tansiyon düşüklüğü,iltihaplı balgam,kısmi yüz felci,ağrı,idrar azlığı,bayılma,sarhoşluk,,,,,,,,,,,,,,,,
Kronik Alkol Zehirlenmesi,titreme,işitsel halüsinasyonlar,intihara meyilli,zula,sinirli ruh hali,umutsuz hissetmek,intihara meyilli hissetmek,yeni kelimeler uydurmak,nöbet geçirmek,evsizlik,uykusuzluk,bilinçsiz durum,panik,solunum sesi azalması,nefes darlığı,,,,,,,,,,,,,
Pnömotoraks,nefes darlığı,kardiyovasküler bulgu,kanlı balgam veya kan tükürme,öksürük,karbondioksit zehirlenmesi,yumuşak doku şişmesi,prostatizm,ajitasyon,,,,,,,,,,,,,,,,,,,,
Deliryum,dengesiz yürüyüş,içine kapanmak,kanda sodyum azlığı,sözlü taciz edici davranış,intihara meyilli hissetmek,tepkisizlik,endişelenmek,uyuklama,işitsel halüsinasyonlar,intihara meyilli,ateş,ishal,,,,,,,,,,,,,,,,
Nötropeni,morarma,dalak büyümesi,gece terlemesi,düşük ateş,doku bozukluğu,nezle,üşümek,öksürük,monoklonal,hipokalsemi sonucu,idrar azlığı,rhd pozitif,solunumda zayıflık,,,,,,,,,,,,,,,
Hiperbilirubinemi,siyanoz,çok hızlı solunum,para test 1,düşük nabız,makat prezantasyonu,omuz ve yüz arasında pembe ve mor noktalar,öksürük,adele ağrısı,,,,,,,,,,,,,,,,,,,,
Grip,düzensizlik,ateş,plöretik ağrı,nezle,boğaz ağrısı,keyifsizlik,zayıflatma,solunum yolu semptonlarını ağırlaştıran faktörler,üşümek,göz beyazında sarılık,burun kanadı solunumu,idrar yaparken ağrı,dudak şapırdatma,baş ağrısı,hapşırmak,horlama,yeşil balgam,shortness of breath,distress respiratory,blackout,extreme exhaustion,,,,,,,
Bağımlılık,sarhoşluk,titreme,ajitasyon,intihara meyilli,evsizlik,prostatizm,rehavet,nöbet geçirmek,kas seğirmesi,burun tıkanıklığı,umutsuz hissetmek,bacakların ağırlaşması,solunumda hırıltı,,,,,,,,,,,,,,,
Trombüs,hamlık,anoreksiya,hipertoniklik (kasların aşırı kasılması),nefes darlığı,hipoalbüminemi,kaşıntı,dokununca acıma,hemodinamik olarak stabil,kısmi yüz felci,kusma,dışkı renginin sarı olması,,,,,,,,,,,,,,,,,
Kolesistit,inilti,mide bulantısı,karın ağrısı,murphy belirtisi,şişkinlik,karın ağrısı,ağrı,karın iltihabı,ishal,qt aralığı uzadı,kardiyovasküler bulgu,halsiz,sinüs ritmi,nefes nefese kalmak,kabızlık,rektumdaki dışkı,anormal derecede sert şişkinlik,,,,,,,,,,,
Hiyatus Hernisi,karın ağrısı,çabuk yorulma,ön belirti,kusma,mide bulantısı,adele ağrısı,kanda sodyum azlığı,dokununca acıma,genel rahatsızlık,eforla nefes darlığı,asteriksi,guaiac pozitif,el uyuşması,baş ağrısı,ışık korkusu,,,,,,,,,,,,,
Migren Bozuklukları,çift el kullanma,kusma,baş dönmesi,uyuşukluk ve hissizlik,mide bulantısı,ateş,dalak büyümesi,,,,,,,,,,,,,,,,,,,,,
Pansitopeni,kanda protein eksikliği,yorgunluk,kanama,çabuk yorulma,omuz ve yüz arasında pembe ve mor noktalar,dışkı renginin sarı olması,karın ağrısı,,,,,,,,,,,,,,,,,,,,,
Kolelityaz,kusma,mide bulantısı,karın ağrısı,ağrı,omuz ve yüz arasında pembe ve mor noktalar,karın iltihabı,kalınlaşmak,dokununca acıma,ishal,düşük ateş,çarpıntı,,,,,,,,,,,,,,,,,
Sinüs Taşikardisi,sol atriyal hipertrofi,ter,alkol bağımlılığı,göğüste baskı,yara dokusu,kardiyovasküler bulgu,ortostaz,nefes darlığı,ters t dalgası,kusma,karın ağrısı,,,,,,,,,,,,,,,,,
İleus,bakterital apse,akut batın,hava sıvı seviyesi,nefes almak,karın hassasiyeti,mide bulantısı,dokununca acıma,şişkinlik,ishal,vücut yapısının büyümesi,düşük ateş,kabızlık,kalınlaşmak,gravida 0,karın ağrısı,,,,,,,,,,,,,
Adhezyon,şişkinlik,ağrı,doğacak büyüklüğe ulaşmış fetüs,para test 1,kusma,akciğer nodülü,makat prezantasyonu,nefes darlığı,vücut ağırlığının azalması,hareketsiz,dengesiz yürüyüş,görsel halüsinasyonlar,intihara meyilli hissetmek,,,,,,,,,,,,,,,
Sanrı,bilinç kaybı,değişken ruh hali,umutsuz hissetmek,ajitasyon,işitsel halüsinasyonlar,sinirli ruh hali,uykusuzluk,yeni kelimeler uydurmak,cinayet düşünceleri,rahatsız aile,endişelenmek,strese karşı savunma mekanizması geliştirememe,sözlü taciz edici davranış,donakalmak,intihara meyilli,dehşete düşürmek,bayılma,weepiness,impaired cognition,irritable mood,agitation,,,,,,,
Duygu Değişimi,aşırı yorgunluk,uykusuzluk,idrar tutamama,hastanın karşı gelmesi,umutsuz hissetmek,görsel halüsinasyonlar,yatalak,prostatizm,,,,,,,,,,,,,,,,,,,,
Dekübit Ülser,sistolik üfürüm,zayıf,ateş,,,,,,,,,,,,,,,,,,,,,,,,,
